"ID","Year","Title"
"dg00163",1774,"John Adams to Abigail Adams"
"dg00164",1774,"John Adams to Abigail Adams"
"dg00165",1774,"John Adams to Richard Cranch"
"dg00166",1774,"John Adams to Josiah Quincy, Jr."
"dg00167",1774,"George Read to Gertrude Read"
"dg00168",1774,"Samuel Adams to Charles Chauncy"
"dg00169",1774,"Thomas Cushing to"
"dg00170",1774,"Richard Devens and Isaac Foster, Jr."
"dg00171",1774,"Silas Deane to Elizabeth Deane"
"dg00172",1774,"Silas Deane to"
"dg00173",1774,"Wethersfield Committee of Correspondence"
"dg00174",1774,"Robert Treat Paine's Diary"
"dg00175",1774,"Caesar Rodney to Thomas Rodney"
"dg00176",1774,"Samuel Ward's Diary"
"dg00177",1774,"John Adams' Diary"
"dg00178",1774,"John Adams to Abigail Adams"
"dg00179",1774,"Richard Henry Lee to William Lee"
"dg00180",1774,"Isaac Low to William Wickham and David Matthews"
"dg00181",1774,"Samuel Ward's Diary"
"dg00182",1774,"John Adams' Diary"
"dg00183",1774,"Samuel Ward's Diary"
"dg00184",1774,"John Adams' Diary"
"dg00185",1774,"Samuel Ward's Diary"
"dg00186",1774,"John Adams' Diary"
"dg00187",1774,"Silas Deane to Elizabeth Deane"
"dg00188",1774,"Samuel Ward's Diary"
"dg00189",1774,"John Adams' Diary"
"dg00190",1774,"Means to be Pursued for a Restoration of Rights"
"dg00191",1774,"Samuel Adams to Joseph Warren?"
"dg00192",1774,"John Jay to John Vardill"
"dg00193",1774,"Caesar Rodney to Thomas Rodney"
"dg00194",1774,"Samuel Ward's Diary"
"dg00195",1774,"Samuel Ward to Samuel Ward, Jr."
"dg00196",1774,"John Adams to Abigail Adams"
"dg00197",1774,"Samuel Adams to Joseph Warren?"
"dg00198",1774,"Robert Treat Paine's Diary"
"dg00199",1774,"George Washington to Joseph Chew"
"dg001100",1774,"John Adams' Notes of Debates"
"dg001101",1774,"John Adams to Joseph Palmer"
"dg001102",1774,"Robert Treat Paine's Diary"
"dg001103",1774,"Samuel Ward's Diary"
"dg001104",1774,"Samuel Adams' Notes on Trade"
"dg001105",1774,"Samuel Ward's Diary"
"dg001106",1774,"John Adams' Diary"
"dg001107",1774,"John Adams' Notes of Debates"
"dg001108",1774,"Joseph Galloway's Proposed Resolution"
"dg001109",1774,"Joseph Galloway's Plan of Union"
"dg001110",1774,"Joseph Galloway's Statement on His Plan of Union"
"dg001111",1774,"Samuel Ward's Diary"
"dg001112",1774,"John Adams to Abigail Adams"
"dg001113",1774,"John Adams to William Tudor"
"dg001114",1774,"Samuel Ward's Diary"
"dg001115",1774,"John Adams' Proposed Resolutions"
"dg001116",1774,"Robert Treat Paine's Diary"
"dg001117",1774,"Samuel Ward's Diary"
"dg001118",1774,"James Duane's Proposed Resolution"
"dg001119",1774,"Samuel Ward's Diary"
"dg001120",1774,"Samuel Ward to Samuel Ward, Jr."
"dg001121",1774,"John Adams' Diary"
"dg001122",1774,"Silas Deane's Diary"
"dg001123",1774,"Richard Henry Lee's Proposed Resolution"
"dg001124",1774,"Samuel Ward's Diary"
"dg001125",1774,"Samuel Ward to Joseph Wanton"
"dg001126",1774,"John Adams' Diary"
"dg001127",1774,"Thomas Cushing to Deborah Cushing"
"dg001128",1774,"Samuel Ward's Diary"
"dg001129",1774,"John Adams' Diary"
"dg001130",1774,"Silas Deane's Diary"
"dg001131",1774,"Robert Treat Paine's Notes for a Speech in Congress"
"dg001132",1774,"John Sullivan to John Langdon"
"dg001133",1774,"Samuel Ward's Diary"
"dg001134",1774,"John Adams' Notes of Debates"
"dg001135",1774,"Silas Deane's Diary"
"dg001136",1774,"Robert Treat Paine's Diary"
"dg001137",1774,"Samuel Ward's Diary"
"dg001138",1774,"John Adams to Abigail Adams"
"dg001139",1774,"John Adams to William Tudor"
"dg001140",1774,"John Adams' Draft Letter to Thomas Gage"
"dg001141",1774,"Samuel Adams' Draft Letter to Thomas Gage"
"dg001142",1774,"Richard Henry Lee's Motion for"
"dg001143",1774,"Quitting the Town of Boston"
"dg001144",1774,"Samuel Ward's Diary"
"dg001145",1774,"Samuel Ward to Henry Marchant"
"dg001146",1774,"Robert Treat Paine's Diary"
"dg001147",1774,"Samuel Ward's Diary"
"dg001148",1774,"John Adams' Diary"
"dg001149",1774,"John Adams to Abigail Adams"
"dg001150",1774,"Silas Deane to Elizabeth Deane"
"dg001151",1774,"George Washington to Robert Mackenzie"
"dg001152",1774,"John Adams' Diary"
"dg001153",1774,"Connecticut Delegates to Jonathan Trumbull, Sr."
"dg001154",1774,"Samuel Ward's Diary"
"dg001155",1774,"Samuel Ward to Henry Marchant"
"dg001156",1774,"Samuel Ward to Mary Ward?"
"dg001157",1774,"John Adams' Diary"
"dg001158",1774,"James Duane to John Tabor Kempe"
"dg001159",1774,"Richard Henry Lee's Draft Address to the"
"dg001160",1774,"People of Great Britain and Ireland"
"dg001161",1774,"Robert Treat Paine's Diary"
"dg001162",1774,"Samuel Ward's Diary"
"dg001163",1774,"James Duane's Notes of Debates"
"dg001164",1774,"New Hampshire Delegates to Meshech Weare"
"dg001165",1774,"Robert Treat Paine's Notes of Debates"
"dg001166",1774,"Samuel Ward's Diary"
"dg001167",1774,"Samuel Ward's Notes for a Speech in Congress"
"dg001168",1774,"John Adams' Diary"
"dg001169",1774,"James Duane's Notes for a Speech in Congress"
"dg001170",1774,"Robert Treat Paine's Notes of Debates"
"dg001171",1774,"Samuel Ward's Diary"
"dg001172",1774,"John Adams' Diary"
"dg001173",1774,"John Dickinson's Draft Heads of"
"dg001174",1774,"Grievances and Rights"
"dg001175",1774,"James Duane's Notes of Debates"
"dg001176",1774,"Robert Treat Paine's Diary"
"dg001177",1774,"Samuel Ward's Diary"
"dg001178",1774,"John Adams' Notes for a Speech in Congress"
"dg001179",1774,"James Duane's Notes of Debates"
"dg001180",1774,"Robert Treat Paine's Notes for a Speech in Congress"
"dg001181",1774,"Samuel Ward's Diary"
"dg001182",1774,"John Adams' Diary"
"dg001183",1774,"Silas Deane to Thomas Mumford"
"dg001184",1774,"George Read to Gertrude Read"
"dg001185",1774,"Samuel Adams to Thomas Young"
"dg001186",1774,"Robert Treat Paine's Diary"
"dg001187",1774,"Samuel Ward's Diary"
"dg001188",1774,"Samuel Ward's Diary"
"dg001189",1774,"John Dickinson's Draft Memorial to the"
"dg001190",1774,"Inhabitants of the Colonies"
"dg001191",1774,"Samuel Ward's Diary"
"dg001192",1774,"John Adams' Diary"
"dg001193",1774,"Samuel Ward's Diary"
"dg001194",1774,"Patrick Henry's Draft Address to the King"
"dg001195",1774,"Richard Henry Lee's Draft Address to the King"
"dg001196",1774,"Samuel Ward's Diary"
"dg001197",1774,"John Adams' Diary"
"dg001198",1774,"Silas Deane to Jonathan Trumbull, Sr."
"dg001199",1774,"John Dickinson's Draft Address to the King"
"dg001200",1774,"John Dickinson to Charles Thomson"
"dg001201",1774,"Charles Thomson's Notes of Debates"
"dg001202",1774,"Samuel Ward's Diary"
"dg001203",1774,"John Adams' Diary"
"dg001204",1774,"John Adams' Diary"
"dg001205",1774,"John Dickinson's Draft Letter to Quebec"
"dg001206",1774,"George Read to Gertrude Read"
"dg001207",1774,"Charles Thomson's Notes of Debates"
"dg001208",1774,"Virginia Delegates to George Washington"
"dg001209",1774,"Samuel Ward's Diary"
"dg001210",1774,"John Adams' Diary"
"dg001211",1774,"Thomas Lynch to Ralph Izard"
"dg001212",1774,"Robert Treat Paine's Diary"
"dg001213",1774,"Charles Thomson's Notes of Debates"
"dg001214",1774,"Samuel Ward's Diary"
"dg001215",1774,"John Dickinson to Arthur Lee"
"dg001216",1774,"John Dickinson to Josiah Quincy, Jr."
"dg001217",1774,"Edward Rutledge to Ralph Izard"
"dg001218",1774,"Joseph Hewes to James Iredell"
"dg001219",1774,"Edward Rutledge to Thomas Bee"
"dg001220",1774,"Joseph Galloway to Thomas Nickleson"
"dg001221",1774,"William Hooper to Mary Hooper"
"dg001222",1774,"New York Delegates to the Dutchess"
"dg001223",1774,"County Freeholders"
"dg001224",1774,"Silas Deane to Samuel Adams"
"dg001225",1774,"William Hooper to James Duane"
"dg001226",1774,"Samuel Chase to James Duane"
"dg001227",1774,"John Dickinson to Thomas Cushing"
"dg001228",1774,"John Adams to Edward Biddle?"
"dg001229",1774,"Thomas Johnson, Jr., to Horatio Gates"
"dg001230",1774,"Samuel Ward to John Dickinson"
"dg001231",1774,"Samuel Ward to Richard Henry Lee"
"dg001232",1774,"Thomas Johnson, Jr., to James Duane"
"dg001233",1774,"John Adams to James Burgh?"
"dg001234",1774,"James Duane to Samuel Chase"
"dg001235",1774,"James Duane to Thomas Johnson"
"dg001236",1774,"Joseph Galloway to Samuel Verplanck?"
"dg001237",1775,"Silas Deane to Patrick Henry"
"dg001238",1775,"Samuel Adams to William and Thomas Bradford"
"dg001239",1775,"South Carolina Delegates' Report to the Carolina Provincial Congress"
"dg001240",1774,"Joseph Galloway to Samuel Verplanck"
"dg001241",1775,"John Adams to a Friend in London"
"dg001242",1775,"Thomas Johnson, Jr., to Samuel Purviance, Jr."
"dg001243",1775," Thomas Johnson, Jr., to George Washington"
"dg001244",1775,"John Dickinson to Thomas Cushing"
"dg001245",1775,"John Dickinson to Samuel Ward"
"dg001246",1775,"Richard Henry Lee to Samuel Adams"
"dg001247",1775,"Samuel Chase to James Duane"
"dg001248",1775,"Samuel Chase to John Dickinson"
"dg001249",1775,"John Adams to a Friend in London"
"dg001250",1775,"Thomas Cushing to John Dickinson"
"dg001251",1775,"Thomas Cushing to Samuel Purviance, Jr."
"dg001252",1775,"Joseph Galloway to Samuel Verplanck"
"dg001253",1775,"Richard Henry Lee to Arthur Lee"
"dg001254",1775,"Edward Biddle to Jonathan Potts"
"dg001255",1775,"Robert Treat Paine to Stephen Collins"
"dg001256",1775,"Joseph Galloway to William Franklin"
"dg001257",1775,"Samuel Adams to Arthur Lee"
"dg001258",1775,"Samuel Adams to Richard Henry Lee"
"dg001259",1775,"Joseph Galloway to William Franklin"
"dg001260",1775,"Joseph Galloway to Samuel Verplanck"
"dg001261",1775,"Georgia Delegates to Peyton Randolph"
"dg001262",1775,"Richard Henry Lee to John Dickinson"
"dg001263",1775,"Eliphalet Dyer to Silas Deane"
"dg001264",1775,"Edmund Pendleton to George Washington"
"dg001265",1775,"Robert R. Livingston, Jr., to John Stevens"
"dg001266",1775,"Silas Deane to Samuel B. Webb"
"dg001267",1775,"John Dickinson to Arthur Lee"
"dg001268",1775,"John Adams to Joseph Palmer"
"dg001269",1775,"Thomas Johnson, Jr., to Horatio Gates"
"dg001270",1775,"Benjamin Franklin to David Hartley"
"dg001271",1775,"Caesar Rodney to Thomas Rodney"
"dg001272",1775,"Silas Deane's Diary"
"dg001273",1775,"Richard Henry Lee to William Lee"
"dg001274",1775,"Robert Treat Paine's Diary"
"dg001275",1775,"Richard Caswell to William Caswell"
"dg001276",1775,"Joseph Hewes to Samuel Johnston"
"dg001277",1775,"Caesar Rodney to Thomas Rodney"
"dg001278",1775,"Samuel Ward's Diary"
"dg001279",1775,"Silas Deane to Elizabeth Deane"
"dg001280",1775,"Silas Deane's Diary"
"dg001281",1775,"Samuel Ward's Diary"
"dg001282",1775,"Silas Deane to Samuel Webb"
"dg001283",1775,"Silas Deane's Diary"
"dg001284",1775,"Benjamin Franklin to Edmund Burke"
"dg001285",1775,"Benjamin Franklin to Jonathan Shipley"
"dg001286",1775,"Maryland Delegates to the Harford County Committee of Safety"
"dg001287",1775,"Samuel Ward's Diary"
"dg001288",1775,"Silas Deane's Diary"
"dg001289",1775,"Benjamin Franklin to Joseph Priestley"
"dg001290",1775,"New York Committee of One Hundred"
"dg001291",1775,"Samuel Ward's Diary"
"dg001292",1775,"Fairfax County Committee"
"dg001293",1775,"Silas Deane's Diary"
"dg001294",1775,"Robert Treat Paine's Diary"
"dg001295",1775,"Samuel Ward's Diary"
"dg001296",1775,"George Washington's Diary"
"dg001297",1775,"Silas Deane's Diary"
"dg001298",1775,"Eliphalet Dyer to Joseph Trumbull"
"dg001299",1775,"Thomas Johnson, Jr., to Samuel Purviance, Jr."
"dg001300",1775,"Albany Committee of Correspondence"
"dg001301",1775,"George Read to Gertrude Read"
"dg001302",1775,"George Read to Nicholas Van Dyke"
"dg001303",1775,"Samuel Ward's Diary"
"dg001304",1775,"George Washington's Diary"
"dg001305",1775,"Samuel Adams to Samuel Purviance, Jr."
"dg001306",1775,"Silas Deane to Jonathan Trumbull, Sr."
"dg001307",1775,"Robert Treat Paine's Diary"
"dg001308",1775,"Samuel Ward's Diary"
"dg001309",1775,"Robert Treat Paine's Diary"
"dg001310",1775,"Samuel Ward's Diary"
"dg001311",1775,"John Adams to James Warren"
"dg001312",1775,"Silas Deane to Elizabeth Deane"
"dg001313",1775,"Richard Henry Lee to Francis Lightfoot Lee"
"dg001314",1775,"Silas Deane's Diary"
"dg001315",1775,"Provincial Committee of New Hampshire"
"dg001316",1775,"Samuel Ward's Diary"
"dg001317",1775,"James Wilson to John Montgomery"
"dg001318",1775,"Silas Deane's Diary"
"dg001319",1775,"John Dickinson's Notes for a Speech in Congress"
"dg001320",1775,"John Dickinson's Proposed Resolutions"
"dg001321",1775,"John Dickinson's Notes for a Speech in Congress"
"dg001322",1775,"John Dickinson's Notes of Debate"
"dg001323",1775,"James Duane's Notes for a Speech in Congress"
"dg001324",1775,"Benjamin Franklin to Humphry Marshall"
"dg001325",1775,"Joseph Hewes to James Iredell"
"dg001326",1775,"Joseph Hewes to Samuel Johnston"
"dg001327",1775,"William Hooper to Samuel Johnston"
"dg001328",1775,"George Read to Gertrude Read"
"dg001329",1775,"Samuel Ward's Diary"
"dg001330",1775,"Silas Deane to Elizabeth Deane"
"dg001331",1775,"Samuel Ward's Diary"
"dg001332",1775,"Silas Deane's Diary"
"dg001333",1775,"Samuel Ward's Diary"
"dg001334",1775,"John Adams to Abigail Adams"
"dg001335",1775,"Benjamin Franklin to Jane Mecom"
"dg001336",1775,"Samuel Ward's Diary"
"dg001337",1775,"Samuel Ward to Henry Ward"
"dg001338",1775,"Samuel Ward to Samuel Ward, Jr."
"dg001339",1775,"Silas Deane's Diary"
"dg001340",1775,"New Jersey Provincial Convention"
"dg001341",1775,"New Hampshire Delegates' Report"
"dg001342",1775,"Samuel Ward's Diary"
"dg001343",1775,"James Duane to Mary Duane"
"dg001344",1775,"Richard Henry Lee to Gouverneur Morris"
"dg001345",1775,"John Adams to Abigail Adams"
"dg001346",1775,"John Adams to Joseph Palmer"
"dg001347",1775,"John Adams to John Winthrop"
"dg001348",1775,"Silas Deane's Diary"
"dg001349",1775,"New York Provincial Congress"
"dg001350",1775,"Edmund Pendleton to William Woodford"
"dg001351",1775,"Lancaster County Committee of Correspondence"
"dg001352",1775,"Samuel Ward's Diary"
"dg001353",1775,"Connecticut Delegates to Jonathan Trumbull, Sr."
"dg001354",1775,"Connecticut Delegates to William Williams"
"dg001355",1775,"New York Provincial Convention"
"dg001356",1775,"Samuel Ward's Diary"
"dg001357",1775,"George Washington to George William Fairfax"
"dg001358",1775,"Benjamin Franklin's Proposed Resolutions"
"dg001359",1775,"Fragment of a Speech in Congress"
"dg001360",1775,"New York Provincial Congress"
"dg001361",1775,"Thomas Johnson, Jr., to John Dickinson"
"dg001362",1775,"George Ross to the Lancaster County Committee of Correspondence"
"dg001363",1775,"Samuel Ward's Diary"
"dg001364",1775,"Thomas Willing to John Dickinson"
"dg001365",1775,"John Adams to Abigail Adams"
"dg001366",1775,"Silas Deane to Elizabeth Deane"
"dg001367",1775,"Benjamin Franklin to Nathaniel Seidel"
"dg001368",1775,"Thomas Johnson, Jr., to Samuel Purviance, Jr."
"dg001369",1775,"Samuel Ward's Diary"
"dg001370",1775,"Silas Deane's Diary"
"dg001371",1775,"Silas Deane to Elizabeth Deane"
"dg001372",1775,"Eliphalet Dyer to Joseph Trumbull"
"dg001373",1775,"John Jay's Draft Petition to the King"
"dg001374",1775,"New York Provincial Congress"
"dg001375",1775,"Robert Treat Paine's Diary"
"dg001376",1775,"Philip Schuyler to Samuel Stringer"
"dg001377",1775,"Samuel Ward's Diary"
"dg001378",1775,"New York Provincial Congress"
"dg001379",1775,"Benjamin Franklin to Thomas Life"
"dg001380",1775,"Joseph Hewes to Samuel Johnston"
"dg001381",1775,"William Hooper to Samuel Johnston"
"dg001382",1775,"Robert Treat Paine's Diary"
"dg001383",1775,"George Washington's Diary"
"dg001384",1775,"Silas Deane's Diary"
"dg001385",1775,"Silas Deane to Elizabeth Deane"
"dg001386",1775,"Albany Committee of Correspondence"
"dg001387",1775,"John Adams to Elbridge Gerry"
"dg001388",1775,"John Adams to Isaac Smith, Sr."
"dg001389",1775,"John Adams to James Warren"
"dg001390",1775,"Silas Deane's Diary"
"dg001391",1775,"James Duane to Robert Livingston"
"dg001392",1775,"William Hooper's? Draft Resolve"
"dg001393",1775,"Robert Treat Paine's Diary"
"dg001394",1775,"Pennsylvania Delegates to Owen Jones"
"dg001395",1775,"Samuel Ward's Diary"
"dg001396",1775,"Silas Deane's Diary"
"dg001397",1775,"Silas Deane to Elizabeth Deane"
"dg001398",1775,"Eliphalet Dyer to Joseph Trumbull"
"dg001399",1775,"John Morton to Thomas Powell"
"dg001400",1775,"Samuel Ward's Diary"
"dg001401",1775,"Samuel Ward to his Children"
"dg001402",1775,"Connecticut Delegates to Jonathan Trumbull, Sr."
"dg001403",1775,"Silas Deane's Diary"
"dg001404",1775,"Samuel Ward's Diary"
"dg001405",1775,"Samuel Ward to Samuel Ward, Jr."
"dg001406",1775,"John Adams to Abigail Adams"
"dg001407",1775,"John Adams to Moses Gill"
"dg001408",1775,"John Adams to James Warren"
"dg001409",1775,"Samuel Adams to James Warren"
"dg001410",1775,"George Clinton to John McKesson"
"dg001411",1775,"Thomas Cushing to Elbridge Gerry"
"dg001412",1775,"Thomas Cushing to Joseph Hawley"
"dg001413",1775,"Eliphalet Dyer to Joseph Trumbull"
"dg001414",1775,"John Hancock to Dorothy Quincy"
"dg001415",1775,"Massachusetts Provincial Congress"
"dg001416",1775,"Massachusetts Provincial Congress"
"dg001417",1775,"New York Provincial Congress"
"dg001418",1774,"Thomas Jefferson to St. George Tucker"
"dg001419",1775,"New York Provincial Congress"
"dg001420",1775,"Robert Treat Paine to Elbridge Gerry"
"dg001421",1775,"Samuel Ward's Diary"
"dg001422",1775,"John Adams to Abigail Adams"
"dg001423",1775,"Connecticut Delegates to Jonathan Trumbull, Sr."
"dg001424",1775,"New York Provincial Congress"
"dg001425",1775,"Silas Deane's Diary"
"dg001426",1775,"Thomas Johnson, Jr., to Samuel Purviance, Jr."
"dg001427",1775,"Virginia Delegate to Unknown"
"dg001428",1775,"Edmund Pendleton to William Woodford"
"dg001429",1775,"Virginia Delegate to Unknown"
"dg001430",1775,"George Clinton to John McKesson"
"dg001431",1775,"New York Provincial Congress"
"dg001432",1775,"Edmund Pendleton to Joseph Chew"
"dg001433",1775,"Cumberland County Committee of Correspondence"
"dg001434",1775,"Samuel Ward to Henry Ward"
"dg001435",1775,"George Washington's Diary"
"dg001436",1775,"Samuel Adams to Elizabeth Adams"
"dg001437",1775,"Silas Deane to Elizabeth Deane"
"dg001438",1775,"Eliphalet Dyer to Jonathan Trumbull, Sr."
"dg001439",1775,"John Adams to Abigail Adams"
"dg001440",1775,"James Duane to the New York Provincial Congress"
"dg001441",1775,"Eliphalet Dyer to Joseph Trumbull"
"dg001442",1775,"Eliphalet Dyer to David Wooster"
"dg001443",1775,"Benjamin Franklin to Jane Mecom"
"dg001444",1775,"George Ross to the Lancaster County Committee"
"dg001445",1775,"John Adams to Abigail Adams"
"dg001446",1775,"John Adams to Elbridge Gerry"
"dg001447",1775,"Silas Deane to Elizabeth Deane"
"dg001448",1775,"Silas Deane to Joseph Trumbull"
"dg001449",1775,"John Hancock to Elbridge Gerry"
"dg001450",1775,"John Hancock to Joseph Warren"
"dg001451",1775,"Robert Treat Paine to Artemas Ward"
"dg001452",1775,"George Washington to Martha Washington"
"dg001453",1775,"New Jersey Delegates to Unknown"
"dg001454",1775,"North Carolina Committees"
"dg001455",1775,"George Washington to Burwell Bassett"
"dg001456",1775,"John Adams to Joseph Palmer"
"dg001457",1775,"John Adams to William Tudor"
"dg001458",1775,"John Adams to James Warren"
"dg001459",1775,"Samuel Adams to Joseph Warren"
"dg001460",1775,"Eliphalet Dyer to Jonathan Trumbull, Sr."
"dg001461",1775,"Eliphalet Dyer to Joseph Trumbull"
"dg001462",1775,"New Hampshire Provincial Congress"
"dg001463",1775,"William Hooper to Mary Hooper"
"dg001464",1775,"New Hampshire Delegates to Matthew Thornton"
"dg001465",1775,"Caesar Rodney to Thomas Rodney"
"dg001466",1775,"Matthew Tilghman to Charles Carroll of Carrollton"
"dg001467",1775,"Several Independent Companies in Virginia"
"dg001468",1775,"George Washington to John A. Washington"
"dg001469",1775,"John Adams to Cotton Tufts"
"dg001470",1775,"John Adams to Joseph Warren"
"dg001471",1775,"Thomas Cushing to James Bowdoin, Sr."
"dg001472",1775,"John Hancock to Dorothy Quincy"
"dg001473",1775,"Stephen Hopkins to Ruth Hopkins"
"dg001474",1775,"Samuel Adams to James Warren"
"dg001475",1775,"Silas Deane's Diary"
"dg001476",1775,"Silas Deane to Elizabeth Deane"
"dg001477",1775,"Silas Deane to Joseph Trumbull"
"dg001478",1775,"John Hancock to Artemas Ward"
"dg001479",1775,"Massachusetts Delegates to George Washington"
"dg001480",1775,"Edward Rutledge to Charles Cotesworth Pinckney"
"dg001481",1775,"Samuel Ward to Henry Ward"
"dg001482",1775,"John Adams to Abigail Adams"
"dg001483",1775,"Silas Deane to Elizabeth Deane"
"dg001484",1775,"Robert Treat Paine's Diary"
"dg001485",1775,"Samuel Ward to Samuel Ward, Jr."
"dg001486",1775,"John Hancock to the New York Provincial Congress"
"dg001487",1775,"Silas Deane to Elizabeth Deane"
"dg001488",1775,"Connecticut Delegates to Jonathan Trumbull, Sr."
"dg001489",1775,"Thomas Jefferson to Francis Eppes"
"dg001490",1775,"John Adams to James Warren"
"dg001491",1775,"Benjamin Franklin to John Sargent"
"dg001492",1775,"John Hancock to Certain Colonies"
"dg001493",1775,"John Hancock to Jonathan Trumbull, Sr."
"dg001494",1775,"People of Great Britain"
"dg001495",1775,"Samuel Adams to Elizabeth Adams"
"dg001496",1775,"Samuel Adams to James Warren"
"dg001497",1775,"John Hancock to Philip Schuyler"
"dg001498",1775,"John Hancock to George Washington"
"dg001499",1775,"Roger Sherman to Jonathan Trumbull, Sr."
"dg001500",1775,"Silas Deane to Elizabeth Deane"
"dg001501",1775,"Richard Henry Lee to George Washington"
"dg001502",1775,"Caesar Rodney to Thomas Rodney"
"dg001503",1775,"New York Provincial Congress"
"dg001504",1775,"Virginia Delegate to Unknown"
"dg001505",1775,"Benjamin Franklin's Vindication"
"dg001506",1775,"Silas Deane to Elizabeth Deane"
"dg001507",1775,"John Hancock to Philip Schuyler"
"dg001508",1775,"Richard Henry Lee to Robert Carter"
"dg001509",1775,"Charleston Secret Committee"
"dg001510",1775,"Samuel Adams to James Warren"
"dg001511",1775,"Silas Deane to Elizabeth Deane"
"dg001512",1775,"Silas Deane to Philip Schuyler"
"dg001513",1775,"John Langdon to Matthew Thornton"
"dg001514",1775,"Presbyterian Ministers of Philadelphia"
"dg001515",1775,"Pennsylvania Delegates to the Philadelphia Committee"
"dg001516",1775,"Caesar Rodney to Thomas Rodney"
"dg001517",1775,"John Adams to Abigail Adams"
"dg001518",1775,"George Clinton to George Washington"
"dg001519",1775,"Silas Deane's Diary"
"dg001520",1775,"Massachusetts Committee of Safety"
"dg001521",1775,"Thomas Jefferson to Francis Eppes"
"dg001522",1775,"Edmund Pendleton to William Woodford"
"dg001523",1775,"New York Provincial Congress"
"dg001524",1775,"John Adams to Joseph Palmer"
"dg001525",1775,"John Hancock to George Washington"
"dg001526",1775,"Thomas Jefferson to George Gilmer"
"dg001527",1775,"Virginia Delegate to Unknown"
"dg001528",1775,"John Adams to William Tudor"
"dg001529",1775,"John Adams to James Warren"
"dg001530",1775,"John Adams to James Warren"
"dg001531",1775,"Samuel Adams to Artemas Ward"
"dg001532",1775,"Silas Deane's Diary"
"dg001533",1775,"Silas Deane to Titus Hosmer"
"dg001534",1775,"Silas Deane to Jonathan Trumbull, Sr."
"dg001535",1775,"Henry Middleton to Arthur Middleton"
"dg001536",1775,"New York Provincial Congress"
"dg001537",1775,"Robert Treat Paine to John Thomas"
"dg001538",1775,"Lancaster County Committee of Correspondence"
"dg001539",1775,"Pennsylvania Delegates to George Washington"
"dg001540",1775,"Roger Sherman to Joseph Trumbull"
"dg001541",1775,"Samuel Ward to Henry Ward"
"dg001542",1775,"John Adams to Abigail Adams"
