sLabel,label,year,coordinates
Lowville,NY,1797,Point(-75.4878 43.7867)
Lowville,NY,1797,Point(-75.492222222 43.786666666)
Manheim,NY,1797,Point(-74.8 43.066666666)
Mentor,OH,1797,Point(-81.341944444 41.691111111)
Miamisburg,OH,1797,Point(-84.275277777 39.638611111)
Millheim,PA,1797,Point(-77.47666 40.8909)
Millheim,PA,1797,Point(-77.475833333 40.891111111)
Mount Pleasant,PA,1797,Point(-79.5425 40.1497)
Mount Pleasant,PA,1797,Point(-79.54115 40.14896)
Muncy,PA,1797,Point(-76.7864 41.2019)
Muncy,PA,1797,Point(-76.78552 41.20564)
New Windsor,MD,1797,Point(-77.1042 39.5433)
Nolensville,TN,1797,Point(-86.666944444 35.956666666)
Norway,ME,1797,Point(-70.538333333 44.211666666)
Oceana,WV,1797,Point(-81.634444444 37.693055555)
Owensboro,KY,1797,Point(-87.11839 37.757748)
Parker,PA,1797,Point(-79.6828 41.0942)
"Philipsburg, Centre County",PA,1797,Point(-78.22057 40.89645)
"Philipsburg, Centre County",PA,1797,Point(-78.219166666 40.895)
"Philipsburg, Centre County",PA,1797,Point(-78.21889 40.89722)
Port Byron,NY,1797,Point(-76.6333 43.0333)
Prospect,PA,1797,Point(-80.0464 40.9042)
Prospect,PA,1797,Point(-80.04645 40.90451)
Pulteney,NY,1797,Point(-77.167222222 42.525)
Sugar Grove,PA,1797,Point(-79.3417 41.9822)
Sugar Grove,PA,1797,Point(-79.33866 41.98256)
Vanceburg,KY,1797,Point(-83.3197 38.5958)
Waterford,ME,1797,Point(-70.7075 44.190833333)
Wellsville,OH,1797,Point(-80.65194 40.60417)
West Fairlee,VT,1797,Point(-72.2271123 43.9393034)
Zanesville,OH,1797,Point(-82.0122 39.9461)
Addison,PA,1798,Point(-79.3392 39.7473)
Addison,PA,1798,Point(-79.333055555 39.745277777)
Baldwinsville,NY,1798,Point(-76.3333 43.1667)
Barnwell,SC,1798,Point(-81.363333333 33.244444444)
Blacksburg,VA,1798,Point(-80.4178 37.23)
Bowling Green,KY,1798,Point(-86.444444444 36.981666666)
Bridgewater,PA,1798,Point(-80.30117 40.70534)
Bridgewater,PA,1798,Point(-80.2967 40.7039)
Burton,OH,1798,Point(-81.1469 41.4717)
Cambridge,OH,1798,Point(-81.586666666 40.025)
Canfield,OH,1798,Point(-80.765555555 41.029722222)
Dayton,ME,1798,Point(-70.579444444 43.542777777)
DeRuyter,NY,1798,Point(-75.88436 42.7584)
Delhi,NY,1798,Point(-74.925277777 42.274166666)
Eastport,ME,1798,Point(-67.003888888 44.913611111)
Factoryville,PA,1798,Point(-75.7814 41.5642)
Golconda,IL,1798,Point(-88.4874306 37.3621442)
Grove City,PA,1798,Point(-80.08867 41.15784)
Grove City,PA,1798,Point(-80.0869 41.1603)
Hollis,ME,1798,Point(-70.620833333 43.634722222)
Jamestown,PA,1798,Point(-80.43757 41.48478)
Jamestown,PA,1798,Point(-80.4383 41.4864)
Lincolnton,GA,1798,Point(-82.4764 33.7944)
Manton,MI,1798,Point(-85.398888888 44.410833333)
Masontown,PA,1798,Point(-79.90333 39.84611)
Masontown,PA,1798,Point(-79.89978 39.84674)
Old Forge,NY,1798,Point(-74.9746 43.7098)
Richmond,KY,1798,Point(-84.293611111 37.744722222)
Rutledge,TN,1798,Point(-83.518055555 36.28)
Shanksville,PA,1798,Point(-78.905833333 40.017222222)
Somerset,KY,1798,Point(-84.6094 37.0831)
South Amboy,NJ,1798,Point(-74.285 40.481388888)
Springfield,TN,1798,Point(-86.8786 36.4994)
Sumner,ME,1798,Point(-70.438333333 44.391944444)
Tioga,PA,1798,Point(-77.1331 41.9086)
Tioga,PA,1798,Point(-77.13303 41.90868)
Willoughby,OH,1798,Point(-81.4097 41.6458)
Windsor,NH,1798,Point(-72.025833333 43.1425)
Aurora,OH,1799,Point(-81.3558 41.3192)
Bethlehem,NH,1799,Point(-71.688055555 44.280277777)
Camillus,NY,1799,Point(-76.260833333 43.0425)
Conneaut,OH,1799,Point(-80.5667 41.95)
Coplay,PA,1799,Point(-75.49546 40.6701)
Coplay,PA,1799,Point(-75.4953 40.6706)
Curwensville,PA,1799,Point(-78.5239 40.9742)
Curwensville,PA,1799,Point(-78.52502 40.97561)
Dixmont,ME,1799,Point(-69.124722222 44.689722222)
Elizabethton,TN,1799,Point(-82.239166666 36.336388888)
Franklin,TN,1799,Point(-86.8575 35.929166666)
Glasgow,KY,1799,Point(-85.9203 37.0003)
Greensburg,PA,1799,Point(-79.542222222 40.297777777)
Greenville,KY,1799,Point(-87.176388888 37.207222222)
Haymarket,VA,1799,Point(-77.635 38.8128)
Hop Bottom,PA,1799,Point(-75.7663 41.70591)
Hop Bottom,PA,1799,Point(-75.7656 41.705)
Hudson,OH,1799,Point(-81.440784 41.2398397)
Jefferson,NC,1799,Point(-81.4689 36.42)
Lisbon,ME,1799,Point(-70.079722222 44.0225)
Monroe,NY,1799,Point(-74.187 41.324)
Mount Clemens,MI,1799,Point(-82.878055555 42.597222222)
Ravenna,OH,1799,Point(-81.243333333 41.158611111)
Rochester,PA,1799,Point(-80.2833 40.7031)
Roxbury,NY,1799,Point(-74.553055555 42.300555555)
Sitka,AK,1799,Point(-135.334722222 57.053333333)
Smithfield,PA,1799,Point(-79.8083 39.7997)
Smithfield,PA,1799,Point(-79.80783 39.80313)
Walworth,NY,1799,Point(-77.272222222 43.139166666)
West Chester,PA,1799,Point(-75.605 39.9586)
Avalon,PA,1800,Point(-80.0686 40.5011)
Beaver Dam,KY,1800,Point(-86.8778 37.4072)
Bethany,PA,1800,Point(-75.2886 41.6144)
Bethany,PA,1800,Point(-75.28434 41.61314)
Bridgeport,PA,1800,Point(-75.34518 40.10511)
Bridgeport,PA,1800,Point(-75.3431 40.1039)
Cameron,NY,1800,Point(-77.406388888 42.199166666)
Cedar Bluff,VA,1800,Point(-81.7647 37.0881)
Chapmanville,WV,1800,Point(-82.02 37.971666666)
Cherry Tree,PA,1800,Point(-78.8075 40.7264)
Cherry Tree,PA,1800,Point(-78.8067 40.72645)
Cochranton,PA,1800,Point(-80.0489 41.5194)
Cochranton,PA,1800,Point(-80.04839 41.52005)
Corydon,IN,1800,Point(-86.1253 38.2128)
Cranesville,PA,1800,Point(-80.3472 41.9033)
Elgin,PA,1800,Point(-79.7447 41.9019)
Elgin,PA,1800,Point(-79.74366 41.90311)
Fayette,NY,1800,Point(-76.866666666 42.85)
Holly Hill,FL,1800,Point(-81.046388888 29.243888888)
Holly Springs,NC,1800,Point(-78.8247 35.6544)
Horicon,NY,1800,Point(-73.735277777 43.705)
Hyndman,PA,1800,Point(-78.7214 39.8211)
Jersey Shore,PA,1800,Point(-77.2667 41.2025)
Lancaster,OH,1800,Point(-82.605293 39.719297)
Little Meadows,PA,1800,Point(-76.1336 41.9908)
Little Meadows,PA,1800,Point(-76.13076 41.99063)
Lovell,ME,1800,Point(-70.891666666 44.126666666)
Madisonville,LA,1800,Point(-90.15702 30.40436)
Magnolia Springs,AL,1800,Point(-87.776111111 30.399722222)
Middleburg,PA,1800,Point(-77.043333333 40.788055555)
Minisink,NY,1800,Point(-74.545833333 41.334166666)
Mount Penn,PA,1800,Point(-75.89076 40.32815)
Mount Penn,PA,1800,Point(-75.8906 40.3294)
New Alexandria,PA,1800,Point(-79.4236 40.3972)
New Alexandria,PA,1800,Point(-79.42198 40.39868)
New Buffalo,PA,1800,Point(-76.97 40.4542)
North East,PA,1800,Point(-79.8336 42.2133)
North East,PA,1800,Point(-79.83422 42.21561)
Oak Forest,IL,1800,Point(-87.7526514 41.6054669)
Oakland Park,FL,1800,Point(-80.144444444 26.176388888)
Painesville,OH,1800,Point(-81.249722222 41.722777777)
Poland,NY,1800,Point(-75.0614 43.2261)
Port Leyden,NY,1800,Point(-75.3442 43.5839)
Shrewsbury,PA,1800,Point(-76.6789 39.7672)
Springboro,PA,1800,Point(-80.3711 41.8)
Springboro,PA,1800,Point(-80.36895 41.80061)
Starrucca,PA,1800,Point(-75.4611 41.8994)
Tazewell,VA,1800,Point(-81.51955 37.11484)
Tidioute,PA,1800,Point(-79.4039 41.6844)
Tidioute,PA,1800,Point(-79.4031 41.68506)
Waterloo,NY,1800,Point(-76.8594 42.9036)
Watertown,NY,1800,Point(-75.9064 43.9756)
Whiteville,TN,1800,Point(-89.145833333 35.324444444)
Wilkesboro,NC,1800,Point(-81.1625 36.1425)
Wilton Manors,FL,1800,Point(-80.139444444 26.158611111)
Woodbury,PA,1800,Point(-78.3658 40.2253)
"York Springs, Pennsylvania",PA,1800,Point(-77.1142 40.0069)
Yorkana,PA,1800,Point(-76.585 39.9744)
Yorkana,PA,1800,Point(-76.58413 39.97649)
